       0    25.158 
      50    21.216 
     100    23.723 
     150    26.079 
     200    27.807 
     250    26.100 
     300    27.246 
     350    25.541 
     400    22.290 
     450    22.926 
     500    22.247 
     550    24.470 
     600    25.757 
     650    27.935 
     700    26.048 
     750    28.475 
     800    27.353 
     850    26.161 
     900    25.995 
     950    24.084 
    1000    24.989 
    1050    25.529 
    1100    26.769 
    1150    27.665 
    1200    28.110 
    1250    26.672 
    1300    26.105 
    1350    27.890 
    1400    29.486 
    1450    25.109 
    1500    26.257 
    1550    28.722 
    1600    26.453 
    1650    26.368 
    1700    24.757 
    1750    24.742 
    1800    27.431 
    1850    27.758 
    1900    25.860 
    1950    25.947 
    2000    25.350 
    2050    27.919 
    2100    24.827 
    2150    26.812 
    2200    29.140 
    2250    25.945 
    2300    27.763 
    2350    27.486 
    2400    25.755 
    2450    24.515 
    2500    25.576 
    2550    26.819 
    2600    25.425 
    2650    26.636 
    2700    25.964 
    2750    25.533 
    2800    27.505 
    2850    26.923 
    2900    25.857 
    2950    27.769 
    3000    25.151 
    3050    26.082 
    3100    23.974 
    3150    27.009 
    3200    25.700 
    3250    27.050 
    3300    26.813 
    3350    26.551 
    3400    22.662 
    3450    27.601 
    3500    24.429 
    3550    25.021 
    3600    28.009 
    3650    29.293 
    3700    24.576 
    3750    27.406 
    3800    28.134 
    3850    29.930 
    3900    25.545 
    3950    24.547 
    4000    22.373 
    4050    21.321 
    4100    23.848 
    4150    24.276 
    4200    24.394 
    4250    26.432 
    4300    26.605 
    4350    27.413 
    4400    27.527 
    4450    27.101 
    4500    24.637 
    4550    27.322 
    4600    26.802 
    4650    23.137 
    4700    27.155 
    4750    25.689 
    4800    27.028 
    4850    24.251 
    4900    26.793 
    4950    25.113 
    5000    23.437 
    5050    24.995 
    5100    25.353 
    5150    25.337 
    5200    28.149 
    5250    26.576 
    5300    28.578 
    5350    27.807 
    5400    23.844 
    5450    22.897 
    5500    24.384 
    5550    24.069 
    5600    25.435 
    5650    25.725 
    5700    27.000 
    5750    27.350 
    5800    28.961 
    5850    26.488 
    5900    26.213 
    5950    29.531 
    6000    28.239 
    6050    25.090 
    6100    24.282 
    6150    23.125 
    6200    25.560 
    6250    24.497 
    6300    21.153 
    6350    24.323 
    6400    26.978 
    6450    27.127 
    6500    26.525 
    6550    30.334 
    6600    31.824 
    6650    24.991 
    6700    27.252 
    6750    26.289 
    6800    25.794 
    6850    23.415 
    6900    23.723 
    6950    22.461 
    7000    28.122 
    7050    29.367 
    7100    27.783 
    7150    27.117 
    7200    26.402 
    7250    25.363 
    7300    25.377 
    7350    22.236 
    7400    21.998 
    7450    25.679 
    7500    27.666 
    7550    27.184 
    7600    27.643 
    7650    27.800 
    7700    22.678 
    7750    25.899 
    7800    27.093 
    7850    25.151 
    7900    30.127 
    7950    27.666 
    8000    26.506 
    8050    27.128 
    8100    28.234 
    8150    27.815 
    8200    23.006 
    8250    26.344 
    8300    23.923 
    8350    25.162 
    8400    27.634 
    8450    28.127 
    8500    29.622 
    8550    25.052 
    8600    24.156 
    8650    24.932 
    8700    25.464 
    8750    23.411 
    8800    24.166 
    8850    26.191 
    8900    26.272 
    8950    27.514 
    9000    29.107 
    9050    29.589 
    9100    29.349 
    9150    25.221 
    9200    26.136 
    9250    25.597 
    9300    24.468 
    9350    25.295 
    9400    25.358 
    9450    26.570 
    9500    27.987 
    9550    25.167 
