       0     4.751 
      50     2.625 
     100     3.463 
     150     2.391 
     200     1.883 
     250     6.753 
     300     5.385 
     350     6.141 
     400     7.648 
     450     6.443 
     500     5.314 
     550     9.325 
     600     6.442 
     650     6.157 
     700     5.455 
     750     6.132 
     800     3.018 
     850     2.197 
     900     6.007 
     950     7.687 
    1000     7.139 
    1050     9.091 
    1100     8.202 
    1150     7.400 
    1200     7.381 
    1250     6.970 
    1300     9.355 
    1350     7.344 
    1400     5.974 
    1450     6.585 
    1500     3.877 
    1550     3.232 
    1600     1.909 
    1650     1.648 
    1700     2.746 
    1750     3.908 
    1800     2.695 
    1850     4.712 
    1900     5.695 
    1950     5.684 
    2000     5.298 
    2050     6.017 
    2100     4.360 
    2150     2.681 
    2200     3.942 
    2250     5.012 
    2300     4.676 
    2350     4.296 
    2400     8.328 
    2450     5.038 
    2500     9.202 
    2550     8.742 
    2600     8.565 
    2650     7.130 
    2700     9.190 
    2750     6.763 
    2800     4.963 
    2850     4.490 
    2900     5.888 
    2950     3.504 
    3000     5.078 
    3050     4.629 
    3100     6.961 
    3150     6.515 
    3200     6.577 
    3250     6.899 
    3300     6.398 
    3350     6.026 
    3400     4.854 
    3450     7.435 
    3500     5.754 
    3550     6.955 
    3600     8.125 
    3650     5.111 
    3700     5.941 
    3750     5.702 
    3800     7.988 
    3850     5.650 
    3900     5.724 
    3950     5.253 
    4000     5.504 
    4050     6.794 
    4100     4.739 
    4150     7.019 
    4200     7.289 
    4250     6.660 
    4300     7.478 
    4350     5.318 
    4400     7.615 
    4450     5.231 
    4500     7.951 
    4550     8.831 
    4600     9.859 
    4650     7.137 
    4700     4.970 
    4750     1.368 
    4800     3.367 
    4850    -0.286 
    4900     1.490 
    4950     4.288 
    5000     6.153 
    5050     6.658 
    5100     8.743 
    5150     8.454 
    5200     8.055 
    5250     5.965 
    5300     9.489 
    5350     6.559 
    5400     4.935 
    5450     5.538 
    5500     7.449 
    5550     7.709 
    5600     9.140 
    5650     8.310 
    5700     9.306 
    5750    10.145 
    5800     9.783 
    5850     7.800 
    5900     9.994 
    5950     8.418 
    6000    10.116 
    6050    10.785 
    6100    11.334 
    6150     8.225 
    6200     8.168 
    6250     7.986 
    6300     7.434 
    6350     7.982 
    6400     7.996 
    6450     5.689 
    6500     7.942 
    6550     6.139 
    6600     5.596 
    6650     8.144 
    6700     6.628 
    6750     5.079 
    6800     7.404 
    6850     4.424 
    6900     6.223 
    6950     4.976 
    7000     5.113 
    7050     3.193 
    7100     5.235 
    7150     2.093 
    7200     4.983 
    7250     2.642 
    7300     5.260 
    7350     4.885 
    7400     8.561 
    7450     7.321 
    7500     4.888 
    7550     9.080 
    7600     9.026 
    7650     7.457 
    7700     7.184 
    7750     7.014 
    7800     6.740 
    7850     3.870 
    7900     7.071 
    7950     7.027 
    8000     7.695 
    8050     6.049 
    8100     8.483 
    8150     7.111 
    8200     7.032 
    8250     4.994 
    8300     6.254 
    8350     7.992 
    8400     3.754 
    8450     2.428 
    8500     3.014 
    8550     7.249 
    8600     5.518 
    8650     5.606 
    8700     3.433 
    8750     4.241 
    8800     5.301 
    8850     6.039 
    8900     3.548 
    8950     4.872 
    9000     5.057 
    9050     2.242 
    9100     4.196 
    9150     3.384 
    9200     2.182 
    9250     1.977 
    9300     4.188 
    9350     1.393 
    9400     2.479 
    9450     3.033 
    9500     2.157 
    9550     5.038 
    9600     6.021 
    9650     6.936 
    9700     4.259 
    9750     4.309 
    9800     4.912 
    9850     3.545 
    9900     3.661 
    9950     5.074 
   10000     3.608 
   10050     2.904 
   10100     5.374 
   10150     5.995 
   10200     4.008 
   10250     5.262 
   10300     4.898 
   10350     3.229 
   10400     5.373 
   10450     7.356 
   10500     7.639 
   10550     8.514 
   10600     8.686 
   10650     7.974 
   10700     8.748 
   10750     6.565 
   10800     5.285 
   10850     7.356 
   10900     7.282 
   10950     3.058 
   11000     4.876 
   11050     6.265 
   11100     5.016 
   11150     6.364 
   11200     7.037 
   11250     4.877 
   11300     5.222 
   11350     3.456 
   11400     1.539 
   11450     6.929 
   11500     4.906 
   11550     4.062 
   11600     3.701 
   11650     6.878 
   11700     6.609 
   11750     2.060 
   11800     3.732 
   11850     5.011 
   11900     5.516 
   11950     3.808 
   12000     6.275 
   12050     6.033 
   12100     5.562 
   12150     2.983 
   12200     4.846 
   12250     6.991 
   12300     7.364 
   12350     3.601 
   12400     6.314 
   12450     6.305 
   12500     4.672 
   12550     6.834 
   12600     8.112 
   12650    10.426 
   12700     7.439 
   12750     6.823 
   12800     7.179 
   12850     8.583 
   12900     8.238 
   12950     7.197 
   13000     5.407 
   13050     9.886 
   13100     6.121 
   13150     4.891 
   13200     3.659 
   13250     6.028 
   13300     6.899 
   13350     3.022 
   13400     3.776 
   13450     6.014 
   13500     5.301 
   13550     4.029 
   13600     4.569 
   13650     7.003 
   13700     4.939 
   13750     3.449 
   13800     7.874 
   13850     5.604 
   13900     3.463 
   13950     3.475 
   14000     4.288 
   14050     3.160 
   14100     2.363 
   14150     5.219 
   14200     1.139 
   14250     5.887 
   14300     2.727 
   14350     1.682 
   14400     3.931 
   14450     5.981 
   14500     7.218 
   14550     3.262 
   14600     2.546 
   14650     4.546 
   14700     2.133 
   14750     3.731 
   14800     6.027 
   14850     7.067 
   14900     8.201 
   14950     6.120 
   15000     8.205 
   15050     4.849 
   15100     6.117 
   15150     4.764 
   15200     3.848 
   15250     3.322 
   15300     2.906 
   15350     3.591 
   15400     4.095 
   15450     2.490 
   15500     3.923 
   15550     4.476 
   15600     5.370 
   15650     2.204 
   15700     1.279 
   15750     3.924 
   15800     1.538 
   15850     3.881 
   15900     4.376 
   15950     3.090 
   16000     3.278 
   16050     5.820 
   16100     4.530 
   16150     5.355 
   16200     7.147 
   16250     8.504 
   16300     5.649 
   16350     6.250 
   16400     6.075 
   16450     5.081 
   16500     5.680 
   16550     5.519 
   16600     4.908 
   16650     5.855 
   16700     6.508 
   16750     5.360 
   16800     7.145 
   16850     8.481 
   16900     6.688 
   16950     7.224 
   17000    10.015 
   17050     9.305 
   17100     6.566 
   17150     5.711 
   17200     6.018 
   17250     5.721 
   17300     3.752 
   17350     3.470 
   17400     6.145 
   17450     4.520 
   17500     3.615 
   17550     4.346 
   17600     5.399 
   17650     6.416 
   17700     5.771 
   17750     4.690 
   17800     3.623 
   17850     5.292 
   17900     3.772 
   17950     5.374 
   18000     9.227 
   18050     8.117 
   18100     8.221 
   18150     7.968 
   18200    11.292 
   18250     7.576 
   18300     7.180 
   18350     8.146 
   18400     4.297 
   18450     6.767 
   18500     9.206 
   18550     9.037 
   18600     8.356 
   18650    10.661 
   18700     7.196 
   18750     7.522 
   18800     9.363 
   18850     8.651 
   18900     7.363 
   18950     7.196 
   19000     4.082 
   19050     4.502 
   19100     6.196 
   19150     4.501 
   19200     3.021 
   19250     7.137 
   19300     4.708 
   19350     4.230 
   19400     4.476 
   19450     2.771 
   19500     1.861 
   19550     1.454 
   19600     2.443 
   19650     5.958 
   19700     8.997 
   19750     6.648 
   19800     8.518 
   19850     8.762 
   19900     7.894 
   19950     9.282 
   20000    10.008 
   20050     8.447 
   20100     9.442 
   20150     8.295 
   20200     6.379 
   20250     7.849 
   20300     7.881 
   20350     5.671 
   20400     7.018 
   20450     5.413 
   20500     2.676 
   20550     1.527 
   20600     3.826 
   20650    -0.778 
   20700    -0.325 
   20750     4.544 
   20800     6.248 
   20850     4.953 
   20900     6.696 
   20950    11.363 
   21000     7.736 
   21050     7.752 
   21100     6.548 
   21150     6.049 
   21200     4.953 
   21250     4.279 
   21300     5.262 
   21350     5.194 
   21400     4.359 
   21450     6.634 
   21500     6.117 
   21550     3.605 
   21600     6.996 
   21650     6.548 
   21700     3.113 
   21750     5.185 
   21800     7.161 
   21850     3.417 
   21900     3.881 
   21950     5.239 
   22000     4.608 
   22050     2.911 
   22100     4.423 
   22150     2.278 
   22200     3.461 
   22250     4.724 
   22300     4.242 
   22350     5.361 
   22400     3.699 
   22450     2.368 
   22500     3.545 
   22550     4.679 
   22600     0.538 
   22650     0.514 
   22700     3.551 
   22750     4.103 
   22800     3.081 
   22850     1.862 
   22900     0.675 
   22950     3.923 
   23000     4.837 
   23050     5.474 
   23100     6.476 
   23150     4.746 
   23200     3.315 
   23250     5.335 
   23300     5.777 
   23350     5.451 
   23400     7.349 
   23450     5.681 
   23500     2.206 
   23550     6.589 
   23600     5.209 
   23650     3.334 
   23700     4.780 
   23750     5.844 
   23800     5.758 
   23850     3.064 
   23900     8.270 
   23950     6.816 
   24000     4.822 
   24050     6.411 
   24100     5.700 
   24150     5.438 
   24200     6.206 
   24250     5.588 
   24300     6.737 
   24350     6.169 
   24400     5.602 
   24450     5.317 
   24500     6.546 
   24550     4.002 
   24600     7.601 
   24650     5.447 
   24700     4.979 
   24750     5.477 
   24800     6.549 
   24850     7.011 
   24900     6.628 
   24950     5.330 
   25000     4.391 
   25050     6.001 
   25100     4.865 
   25150     4.541 
   25200     6.646 
   25250     4.152 
   25300     2.138 
   25350     5.857 
   25400     6.987 
   25450     5.311 
   25500     3.093 
   25550     8.012 
   25600     4.879 
   25650     5.404 
   25700     8.984 
   25750     4.506 
   25800     4.353 
   25850     6.811 
   25900     5.840 
   25950     4.057 
   26000     3.530 
   26050     5.134 
   26100     5.707 
   26150     4.669 
   26200     3.132 
   26250     3.074 
   26300     3.405 
   26350     5.420 
   26400     2.293 
   26450     3.322 
   26500     3.511 
   26550     6.315 
   26600     4.059 
   26650     4.207 
   26700     7.834 
   26750     4.873 
   26800     4.822 
   26850     6.128 
   26900     8.605 
   26950     7.366 
   27000     5.733 
   27050     5.981 
   27100     9.275 
   27150     5.922 
   27200     6.970 
   27250     8.562 
   27300     7.166 
   27350     6.238 
   27400     6.181 
   27450     7.762 
   27500     5.622 
   27550     6.084 
   27600     5.175 
   27650     6.828 
   27700     5.928 
   27750     5.355 
   27800     5.535 
   27850     5.282 
   27900     7.428 
   27950     6.782 
   28000     7.168 
   28050     5.446 
   28100     5.963 
